caseid,pid_4,ideo5,gov_choice,prop_111,prop_112,trump_app,hick_app,gardner_app,cong_app,scotus_app,pot_law,gambling,fracking,gun_control,anger,pride,hope,disgust,worry,trump_app2,hick_app2,gardner_app2,cong_app2,scotus_app2,pot_law2,gambling2,fracking2,gun_control2,old_weight_old,pid_x,sex,race_4,speakspanish,marstat,child18,employ,faminc_new,casscd,religiosity,age_group,educ
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Disapprove,Disapprove,Strongly Favor,Strongly Favor,Strong Oppose,Strongly Favor,Sometimes,Sometimes,Rarely,Sometimes,All of the Time,0,1,0,0,0,1,1,0,1,1.734713,1,Male,White,I can not,Married,Yes,Full-time,"$150,000",7,never,40-49,Post-grad
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,,Strong Oppose,Strongly Favor,All of the Time,Sometimes,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,,0,1,0.7377111,2,Female,White,I can not,Married,No,Part-time,"$250,000",4,never,65+,Post-grad
4.14E+08,Republican,Very cons,Walker St,0,0,Strongly Approve,Disapprove,Approve,Approve,Strongly Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,All of the Time,Sometimes,Sometimes,All of the Time,Sometimes,1,0,1,1,1,0,0,1,0,0.7014801,6,Male,White,I can not,Widowed,Yes,Full-time,,1,Few times year,65+,BA
4.14E+08,Other,Very libe,Jared Pol,1,1,Strong Disapprove,Disapprove,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strongly Favor,Strong Oppose,Strongly Favor,All of the Time,Sometimes,Rarely,All of the Time,All of the Time,0,0,0,0,0,1,1,0,1,0.3777913,,Male,White,I can not,Never mar,No,Retired,"$20,000 -",2,never,65+,Post-grad
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Disapprove,Approve,Disapprove,Approve,Strong Oppose,Oppose,Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,1,0,1,0,1,0,0,1,0,0.5265237,6,Female,White,I can not,Married,No,Homemaker,"$150,000",4,Once week or more,50-64,AA degree
4.14E+08,Independent,Very libe,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,,Oppose,Strongly Favor,Most of the Time,Rarely,Sometimes,All of the Time,Most of the Time,0,1,0,0,0,1,,0,1,0.6020738,4,Female,White,I can not,Never mar,No,Full-time,,7,never,50-64,Some college
4.14E+08,Independent,Moderate,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Approve,Approve,Favor,Strongly Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,1,0,1,1,1,1,1,1,0,0.5961501,4,Male,White,I can not,Separated,No,Part-time,,5,Few times year,65+,HS grad or less
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Disapprove,Approve,Strongly Favor,Oppose,Strong Oppose,Favor,Most of the Time,Sometimes,Rarely,All of the Time,Most of the Time,0,1,0,0,1,1,0,0,1,0.7377111,1,Female,White,I can not,Married,No,Part-time,"$70,000 -",2,Few times year,65+,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Disapprove,Disapprove,Approve,Approve,Strong Oppose,Favor,Strongly Favor,Strong Oppose,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,1,0,0,1,1,0,1,1,0,0.5052169,6,Male,White,I can not,Married,No,Retired,"$70,000 -",4,Few times year,65+,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Favor,Most of the Time,Rarely,Rarely,Most of the Time,Sometimes,0,1,0,0,0,1,1,0,1,1.328471,1,Male,White,I can not,Married,Yes,Full-time,"$200,000",4,Few times year,50-64,HS grad or less
4.14E+08,Independent,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,Sometimes,0,1,0,0,0,1,1,0,1,0.396824,4,Female,White,I can not,Married,No,Retired,"$60,000 -",3,Once week or more,50-64,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,All of the Time,0,1,0,0,0,1,1,0,1,0.6865955,2,Male,White,I can not,Married,No,Retired,"$40,000 -",7,never,50-64,AA degree
4.14E+08,Republican,Very cons,Walker St,0,0,Strongly Approve,Disapprove,Approve,Approve,Approve,Oppose,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Sometimes,Rarely,Sometimes,1,0,1,1,1,0,1,1,0,0.4852533,7,Male,White,I can not,Never mar,No,Retired,"$250,000",2,never,65+,BA
4.14E+08,Other,Very libe,Jared Pol,0,1,Approve,Approve,Approve,Strong Disapprove,Approve,Strongly Favor,Favor,,Favor,Never,Rarely,Never,Rarely,Rarely,1,1,1,0,1,1,1,,1,2.13211,,Male,White,I can not,Never mar,No,Homemaker,"$50,000 -",2,never,40-49,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Strongly Approve,Strong Disapprove,Strongly Approve,Strong Oppose,Oppose,Strongly Favor,Oppose,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,1,0,1,0,1,0,0,1,0,0.5486536,5,Male,White,I can not,Divorced,No,Retired,,4,Once week or more,65+,AA degree
4.14E+08,Independent,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Disapprove,Disapprove,Strongly Favor,Oppose,Oppose,Strongly Favor,Most of the Time,Sometimes,Sometimes,Most of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.6891394,4,Male,White,I can not,Married,Yes,Retired,"$20,000 -",1,never,65+,AA degree
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Favor,Strong Oppose,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.400881,1,Male,White,I can not,Married,No,Full-time,"$30,000 -",2,never,50-64,AA degree
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Oppose,Oppose,Favor,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,0,0,1,1,0.4582445,4,Male,White,I can not,Divorced,No,Retired,,1,Few times year,65+,BA
4.14E+08,Republican,Conservat,Walker St,1,1,Approve,Strong Disapprove,Approve,Approve,Approve,Favor,,Favor,Favor,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,1,0,1,1,1,1,,1,1,2.599198,6,Female,White,I can not,Married,Yes,Full-time,"$80,000 -",7,Once week or more,30-39,BA
4.14E+08,Independent,Moderate,Scott Hel,1,1,Approve,Approve,Approve,Disapprove,Approve,Favor,,Favor,Strongly Favor,Sometimes,Most of the Time,Rarely,Sometimes,Sometimes,1,1,1,0,1,1,,1,1,1.964978,4,Male,White,I can not,Married,Yes,Full-time,"$100,000",6,never,50-64,HS grad or less
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Approve,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,1,0,0,1,1,1,0,1,0.426306,1,Female,Black,I can not,Never mar,No,Full-time,"$150,000",7,never,50-64,BA
4.14E+08,Independent,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,All of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,1,0,1,0,1,0,0,1,0,0.7197051,4,Female,White,I can not,Divorced,No,Full-time,"$120,000",5,Once week or more,50-64,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,,Approve,Disapprove,Approve,Strong Oppose,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,,1,0,1,0,1,1,0,0.5052169,6,Male,White,I can not,Married,No,Retired,,2,never,65+,Post-grad
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Disapprove,Strongly Approve,Approve,Strongly Approve,Strongly Favor,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Sometimes,Sometimes,Rarely,1,0,1,1,1,1,1,1,0,0.594511,7,Male,White,I can not,Married,No,Retired,"$200,000",7,Once week or more,50-64,Post-grad
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Approve,Strongly Approve,Approve,Strongly Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Rarely,Rarely,Sometimes,Sometimes,1,1,1,1,1,0,0,1,0,0.6117599,5,Male,White,I can not,Married,No,Full-time,"$200,000",5,Once week or more,65+,Post-grad
4.14E+08,Other,Very cons,Walker St,1,1,Strongly Approve,Strong Disapprove,Approve,Strong Disapprove,Approve,Strong Oppose,Oppose,Favor,Oppose,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,1,0,1,0,1,0,0,1,0,0.7197051,,Female,White,I can not,Married,No,Homemaker,"$50,000 -",5,never,50-64,BA
4.14E+08,Republican,Very cons,Walker St,0,0,Strongly Approve,Strong Disapprove,Disapprove,Disapprove,Strongly Approve,Strong Oppose,,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,All of the Time,Rarely,Rarely,1,0,0,0,1,0,,1,0,1.21035,7,Female,White,I can not,Widowed,No,Retired,"$20,000 -",5,Few times year,65+,HS grad or less
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Disapprove,Approve,Approve,Favor,Oppose,Strongly Favor,Strong Oppose,Sometimes,All of the Time,All of the Time,Sometimes,Rarely,1,0,0,1,1,1,0,1,0,0.7197051,7,Female,White,I can not,Widowed,No,Retired,,5,Few times year,50-64,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Disapprove,Approve,Strong Disapprove,Strongly Approve,Strong Oppose,Oppose,Favor,Favor,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,0,1,0,1,0,0,1,1,0.5052169,6,Male,White,I can not,Married,No,Retired,,5,Once week or more,65+,Post-grad
4.14E+08,Independent,Moderate,Walker St,1,0,Approve,Approve,Approve,Disapprove,Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Rarely,Most of the Time,Sometimes,1,1,1,0,1,0,0,1,0,0.917198,4,Female,White,I can not,Married,No,Retired,"$30,000 -",7,Once week or more,65+,AA degree
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Strongly Favor,Oppose,Oppose,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,1,0,0,0.561421,2,Male,White,I can not,Married,No,Full-time,"$250,000",4,Few times year,50-64,Post-grad
4.14E+08,Independent,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Approve,Strongly Favor,,Strong Oppose,Strongly Favor,Sometimes,Sometimes,Rarely,Most of the Time,Sometimes,0,1,0,0,1,1,,0,1,0.8426409,4,Female,White,I can not,Divorced,No,Part-time,"$80,000 -",4,never,65+,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,1,0,1,0.5181159,1,Male,White,I can not,Married,No,Retired,"$50,000 -",1,never,65+,AA degree
4.14E+08,Republican,Moderate,Walker St,1,0,Disapprove,Approve,Approve,Disapprove,Approve,Favor,Oppose,Favor,Favor,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,1,1,0,1,1,0,1,1,1.21035,5,Female,White,I can not,Divorced,No,Retired,"$40,000 -",4,never,65+,HS grad or less
4.14E+08,Other,Very cons,Walker St,0,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,All of the Time,Rarely,Most of the Time,All of the Time,All of the Time,1,0,1,0,,0,0,1,0,1.31211,,Male,Other POC,I can not,Divorced,No,Full-time,,2,Few times year,50-64,AA degree
4.14E+08,Republican,Conservat,Walker St,1,1,Approve,Strong Disapprove,Approve,Strong Disapprove,Approve,Strong Oppose,Favor,Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,0,1,0,1,0,1,1,0,0.4202127,6,Female,White,I can not,Married,No,Retired,,5,Few times year,50-64,BA
4.14E+08,Republican,Conservat,Some othe,0,0,Strongly Approve,,Strongly Approve,,Approve,Oppose,Favor,Strongly Favor,Strong Oppose,Sometimes,All of the Time,Most of the Time,Sometimes,Sometimes,1,,1,,1,0,1,1,0,0.594511,5,Male,White,I can not,Married,No,Part-time,"$80,000 -",5,Once week or more,50-64,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Approve,Strong Oppose,Oppose,Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,All of the Time,0,1,0,0,1,0,0,0,1,0.4768152,3,Female,White,I can not,Widowed,No,Retired,"$80,000 -",4,Few times year,65+,BA
4.14E+08,Independent,Moderate,Scott Hel,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strong Oppose,Strong Oppose,Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,0,0,0,1,0.3251539,4,Female,White,I can not,Divorced,No,Full-time,"$60,000 -",3,Once week or more,50-64,AA degree
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Strong Disapprove,Approve,Approve,Approve,Strong Oppose,Strong Oppose,Strongly Favor,,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,1,0,1,1,1,0,0,1,,0.5486536,7,Male,White,I can not,Never mar,No,Retired,Less than,2,never,65+,Some college
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Sometimes,Rarely,Never,All of the Time,Sometimes,0,1,0,0,0,1,1,0,1,0.4278818,3,Male,White,I can not,Divorced,No,Retired,"$80,000 -",4,Few times year,65+,Some college
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Strongly Approve,Approve,Strongly Approve,Strong Oppose,Favor,Strongly Favor,Strong Oppose,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,1,0,1,1,1,0,1,1,0,0.6117599,7,Male,White,I can not,Married,No,Part-time,"$350,000",4,Once week or more,65+,Post-grad
4.14E+08,Independent,Moderate,Jared Pol,1,0,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Oppose,Strongly Favor,Strong Oppose,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,1,0,0.9087849,4,Male,White,I can not,Never mar,No,Retired,,3,never,65+,HS grad or less
4.14E+08,Republican,Conservat,Walker St,1,1,Approve,Approve,Approve,Strongly Approve,Strongly Approve,Oppose,Oppose,Oppose,Strong Oppose,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,1,1,1,1,1,0,0,0,0,0.917198,6,Female,White,I can not,Widowed,No,Retired,"$20,000 -",4,Few times year,65+,AA degree
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Disapprove,Strongly Approve,Approve,Strongly Approve,Strong Oppose,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,0,1,1,1,0,1,1,0,0.6076093,7,Male,White,I can not,Married,Yes,Full-time,"$150,000",4,Few times year,50-64,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Favor,Favor,Strong Oppose,Strongly Favor,All of the Time,Rarely,Never,All of the Time,All of the Time,0,1,0,0,0,1,1,0,1,0.4805084,1,Female,White,I can not,Married,No,Full-time,"$50,000 -",4,never,50-64,BA
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Strong Oppose,Oppose,Favor,Most of the Time,Sometimes,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.4198899,4,Male,White,I can not,Married,No,Retired,"$70,000 -",7,never,50-64,BA
4.14E+08,Other,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Approve,Strong Oppose,Strong Oppose,Favor,Strong Oppose,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,1,0,1,0,1,0,0,1,0,0.892306,,Female,White,I can not,Widowed,No,Retired,"$20,000 -",5,Once week or more,65+,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Disapprove,Approve,Disapprove,Approve,Strong Oppose,Strong Oppose,Strongly Favor,Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,0,1,0,1,0,0,1,0,0.3471159,5,Male,White,I can not,Married,No,Part-time,"$100,000",5,Once week or more,50-64,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Never,All of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.3784375,2,Male,White,I can not,Married,No,Part-time,"$60,000 -",2,never,65+,BA
4.14E+08,Democrat,Moderate,Jared Pol,0,0,Strong Disapprove,Strongly Approve,Strongly Approve,Strong Disapprove,Strong Disapprove,Favor,Strongly Favor,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,All of the Time,Most of the Time,0,1,1,0,0,1,1,0,1,0.4162077,3,Female,White,I can not,Divorced,No,Retired,"$60,000 -",5,Few times year,50-64,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Approve,Disapprove,Disapprove,Disapprove,Favor,Oppose,Oppose,Strongly Favor,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.8171316,1,Male,White,I can not,Married,No,Full-time,"$150,000",1,never,65+,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Strong Disapprove,Strongly Approve,Disapprove,Strongly Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Rarely,Rarely,Sometimes,1,0,1,0,1,0,0,1,0,0.4245089,7,Male,White,I can not,Married,No,Full-time,,5,Once week or more,50-64,Some college
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,,Strong Oppose,Strongly Favor,Sometimes,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,,0,1,0.4972177,1,Female,White,I can not,Divorced,No,Retired,"$10,000 -",4,never,50-64,Some college
4.14E+08,Independent,Moderate,Jared Pol,1,0,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Strong Oppose,Strong Oppose,Strong Oppose,Strongly Favor,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,0,0,0,1,0.4162077,4,Female,White,I can not,Never mar,No,Full-time,,7,Once week or more,50-64,Post-grad
4.14E+08,Independent,Very cons,Walker St,0,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,1,0,1,0,1,0,0,1,0,0.594511,4,Male,White,I can not,Married,No,Retired,"$70,000 -",6,Few times year,50-64,Post-grad
4.14E+08,Independent,Conservat,Walker St,1,1,Approve,Approve,Approve,Strong Disapprove,Approve,Strong Oppose,Oppose,Favor,Favor,Most of the Time,Rarely,Rarely,Most of the Time,All of the Time,1,1,1,0,1,0,0,1,1,0.5218897,4,Male,Hispanic,I speak E,Married,No,Part-time,"$120,000",6,Once week or more,50-64,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,Sometimes,0,1,0,0,0,1,0,0,1,0.6865955,3,Male,White,I can not,Married,No,Full-time,"$120,000",2,never,50-64,Some college
4.14E+08,Democrat,Moderate,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,,Oppose,Favor,Sometimes,Sometimes,Rarely,Most of the Time,Sometimes,0,1,0,0,0,1,,0,1,0.1699752,1,Male,Hispanic,I speak E,Married,No,Retired,"$120,000",7,Once week or more,65+,Post-grad
4.14E+08,Independent,Moderate,Walker St,1,0,Approve,,Approve,Strong Disapprove,Approve,Strongly Favor,Favor,Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,,1,0,1,1,1,1,0,0.6390163,4,Female,White,I can not,Divorced,No,Retired,"$10,000 -",4,Few times year,65+,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Disapprove,Approve,Strong Disapprove,Approve,Favor,Oppose,Strongly Favor,Strong Oppose,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,1,0,1,0,1,1,0,1,0,0.7014801,7,Male,White,I can not,Married,No,Retired,"$120,000",7,Few times year,65+,BA
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Disapprove,Strongly Approve,Approve,Strongly Approve,Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,All of the Time,Sometimes,Sometimes,1,0,1,1,1,0,0,1,0,0.5049186,7,Female,White,I can not,Widowed,No,Homemaker,"$60,000 -",6,Once week or more,65+,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Approve,Favor,Favor,Strong Oppose,Strongly Favor,Sometimes,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,1,1,1,0,1,0.5039799,3,Female,White,I can not,Married,No,Full-time,"$120,000",2,never,40-49,Post-grad
4.14E+08,Democrat,Moderate,Jared Pol,1,0,Strong Disapprove,Approve,Approve,Disapprove,,Strong Oppose,Strong Oppose,,Favor,Sometimes,Rarely,Sometimes,Most of the Time,Sometimes,0,1,1,0,,0,0,,1,0.6562324,2,Male,White,I can not,Never mar,No,Full-time,"$20,000 -",4,Few times year,50-64,BA
